1	0.916667	2.042955	1.784853	1.704036	2.132112	1.830032	1.902748	1.672418	1.491539	1.387138	1.665181	1.575976	1.173045
2	1.000000	1.906021	2.049399	2.214949	2.121350	1.752808	1.999385	2.692254	2.163899	2.162578	2.040349	2.194064	2.004900
3	1.000000	1.741574	1.394742	1.654238	1.401404	1.950378	1.754259	1.562582	1.711138	1.812438	1.614287	1.465912	1.637253
4	0.500000	1.160275	1.202603	1.649863	1.499487	1.120407	1.124751	1.728271	1.349819	1.064105	1.573542	1.695585	1.192413
5	1.000000	2.282163	2.512340	2.320957	1.933997	2.428699	1.569484	1.647530	2.373864	1.711977	2.083196	1.833373	2.273850
6	1.000000	2.676083	3.333779	3.236518	3.458219	3.211244	3.030366	3.386919	2.698595	3.112036	3.438043	3.169559	3.041213
7	1.000000	2.460733	2.098065	1.522921	2.551132	2.193886	1.613611	1.407994	1.916843	1.453099	3.018822	2.517614	1.879038
8	1.000000	6.859523	4.715870	5.130549	4.601008	4.299747	4.220009	4.542654	3.749541	3.638455	3.618108	1.759319	1.568775
9	1.000000	9.790956	5.665997	5.243665	6.099699	6.553820	6.236646	5.477479	7.483644	3.799364	4.068103	5.622992	5.506158
10	1.000000	5.926916	5.811706	4.607547	4.957239	3.664283	4.137921	5.891694	4.435668	3.034506	3.092832	7.252922	7.128437
11	1.000000	2.703726	2.135235	2.209150	2.497517	2.870042	3.374480	4.362679	2.467096	2.115975	2.650702	2.080764	3.283709
12	1.000000	2.418985	1.637439	2.146363	2.590229	1.713718	3.155168	1.704144	1.975314	1.435954	1.916746	2.729138	2.605837
13	0.250000	1.019470	1.166348	1.387354	1.191584	1.289569	1.092320	1.245467	1.307511	1.173463	1.216496	1.254604	0.935653
14	1.000000	2.956109	3.218165	3.834064	4.441544	2.326521	1.992486	2.059716	1.629915	1.826219	1.446689	1.455033	1.492096
15	1.000000	2.155139	1.768099	1.793636	1.569876	2.000369	1.869425	2.294929	1.618590	1.966607	1.765126	1.795555	2.250081
16	1.000000	2.119910	1.991522	2.449668	2.741108	2.246627	2.207483	2.547135	2.343891	1.887587	1.329091	2.333417	2.631552
17	1.000000	1.931621	1.376278	1.791270	1.758804	1.564190	2.000732	1.764027	1.814072	1.912025	2.377460	2.115004	1.800905
18	1.000000	2.521844	2.968166	2.963306	2.610699	4.689975	3.677150	4.386134	2.560029	1.498630	1.634857	2.956779	2.381751
19	1.000000	4.950973	3.274758	5.537689	6.062529	8.702601	7.060097	5.946965	7.738719	7.998836	7.458501	3.990603	4.563299
20	1.000000	10.321795	8.939903	3.359735	6.994216	6.372257	6.971566	6.381842	7.184186	7.840959	6.644107	4.965433	5.975325
