1	0.916667	0.067698	0.050944	0.045699	0.073485	0.053877	0.058597	0.043646	0.031905	0.025129	0.043176	0.037386	0.011232
2	1.000000	0.058809	0.068116	0.078862	0.072786	0.048864	0.064869	0.109843	0.075548	0.075462	0.067528	0.077506	0.065227
3	1.000000	0.048135	0.025622	0.042466	0.026055	0.061688	0.048958	0.036517	0.046160	0.052735	0.039873	0.030242	0.041364
4	0.500000	0.010403	0.013151	0.042182	0.032421	0.007816	0.008097	0.047272	0.022707	0.004161	0.037228	0.045150	0.012489
5	1.000000	0.083224	0.098165	0.085742	0.060625	0.092736	0.036965	0.042031	0.089177	0.046214	0.070310	0.054094	0.082685
6	1.000000	0.108793	0.151484	0.145171	0.159561	0.143530	0.131790	0.154933	0.110255	0.137091	0.158252	0.140825	0.132494
7	1.000000	0.094815	0.071275	0.033942	0.100683	0.077494	0.039829	0.026483	0.059512	0.029410	0.131040	0.098507	0.057058
8	1.000000	0.380338	0.241195	0.268111	0.233739	0.214184	0.209009	0.229951	0.178471	0.171260	0.169940	0.049287	0.036919
9	1.000000	0.570615	0.302867	0.275454	0.331018	0.360495	0.339907	0.290630	0.420849	0.181705	0.199149	0.300075	0.292492
10	1.000000	0.319803	0.312325	0.234164	0.256862	0.172937	0.203680	0.317517	0.223007	0.132058	0.135844	0.405873	0.397793
11	1.000000	0.110588	0.073687	0.078485	0.097203	0.121383	0.154126	0.218269	0.095228	0.072437	0.107146	0.070152	0.148234
12	1.000000	0.092105	0.041376	0.074410	0.103221	0.046327	0.139891	0.045706	0.063307	0.028297	0.059505	0.112237	0.104234
13	0.250000	0.001264	0.010798	0.025143	0.012436	0.018796	0.005992	0.015933	0.019960	0.011259	0.014053	0.016526	-0.004177
14	1.000000	0.126970	0.143980	0.183957	0.223388	0.086104	0.064422	0.068785	0.040887	0.053629	0.028994	0.029536	0.031942
15	1.000000	0.074979	0.049857	0.051514	0.036990	0.064933	0.056434	0.084053	0.040152	0.062742	0.049664	0.051639	0.081142
16	1.000000	0.072693	0.064359	0.094097	0.113014	0.080918	0.078377	0.100424	0.087231	0.057613	0.021361	0.086551	0.105903
17	1.000000	0.060471	0.024424	0.051361	0.049253	0.036621	0.064957	0.049593	0.052841	0.059199	0.089410	0.072374	0.051986
18	1.000000	0.098782	0.127752	0.127437	0.104549	0.239514	0.173772	0.219792	0.101260	0.032366	0.041208	0.127013	0.089689
19	1.000000	0.256455	0.147653	0.294538	0.328605	0.499971	0.393357	0.321104	0.437406	0.454290	0.419217	0.194118	0.231291
20	1.000000	0.605072	0.515374	0.153169	0.389081	0.348710	0.387610	0.349332	0.401411	0.444042	0.366355	0.257394	0.322945
