1	0.000000	2.756026	2.061388	2.222607	1.286469	1.222031	0.428507	2.132823	2.160914	2.789043	1.042008	0.599719	2.147391
2	0.000000	0.844012	0.412191	2.583558	0.984520	2.989515	1.877508	2.562954	1.649031	2.175429	1.727868	2.937718	1.556010
3	0.000000	0.342402	2.504510	2.182167	2.354634	2.119688	1.405751	2.605575	1.276707	1.824904	0.864821	1.426136	0.710686
4	0.000000	2.536927	2.288769	2.443288	3.021589	1.701374	1.582583	0.590388	0.763355	0.532228	2.697420	1.847254	2.714395
5	0.000000	1.670182	0.351829	2.092079	2.705546	1.481500	0.546180	0.390499	0.829501	0.365480	1.770931	1.274485	1.632068
6	0.000000	0.910376	2.535652	1.815159	1.783498	0.411227	1.654111	0.956609	2.936004	1.595229	0.365850	0.215914	1.794230
7	0.000000	2.040143	2.500074	1.167757	0.595297	0.348527	0.789667	0.563805	1.841473	0.241003	2.437886	2.290052	0.803345
8	0.000000	0.770805	1.423722	2.357173	1.392950	2.359662	1.455725	2.253352	1.402957	0.469089	0.255788	2.093795	1.720150
9	0.000000	0.918428	1.700279	2.612871	2.770371	2.610634	1.958041	0.915290	1.984584	0.790102	0.917110	1.558749	1.344067
10	0.000000	1.796576	0.861638	2.571183	1.403553	2.079710	0.693183	2.530981	2.025380	2.395901	1.826220	1.092651	0.594635
11	0.000000	2.306517	1.405057	0.222019	0.515589	1.759170	0.930256	2.750417	2.160099	2.259008	2.213312	1.702694	2.259744
12	0.000000	2.175103	1.827577	1.212545	1.570867	0.876803	2.345936	1.058929	1.354855	0.730778	1.598814	1.160051	2.110681
13	0.000000	1.535085	2.545233	1.010121	2.530178	1.591662	1.232982	0.874679	1.997280	1.622063	2.276254	1.782669	0.968086
14	0.000000	1.002683	2.005672	1.322788	1.363223	1.311801	2.362958	2.043004	1.191621	2.011858	1.042875	2.087380	1.411424
15	0.000000	0.897478	0.456526	2.451263	1.135347	2.716271	2.685032	2.554551	1.449136	0.639528	2.060873	0.852939	2.226394
16	0.000000	0.967908	2.825465	2.725437	2.743330	2.831149	2.543187	2.936122	1.959687	2.491883	1.464924	2.873447	1.583063
17	0.000000	0.271686	0.190381	1.727471	0.758942	2.813539	2.381561	2.554251	2.404788	2.009615	1.074335	0.435751	2.400120
18	0.000000	0.676730	2.272862	1.667219	1.766352	0.855698	0.375758	0.261278	2.397876	2.306819	2.753285	2.557883	2.535120
19	0.000000	1.202311	0.822443	0.875247	1.722136	1.160139	1.182627	2.053900	1.627368	0.999439	0.304213	2.454775	1.603971
20	0.000000	1.354894	2.220331	2.140480	2.318192	0.993086	1.889834	1.475542	1.942501	1.513760	2.920762	1.137850	1.278104
